1.1138,-0.098706,1.9272,0,0,9.82,1,0,0,0.70711,0.70711,0,0,0,0,0,1,0,0,0
0.31984,1.1978,-1.8044,-2.9554,-2.5767,9.2034,0.99994,0.021062,1.5421e-06,0.70711,0.70711,-0.00088388,0.00088388,-1.1103e-05,0.0047124,3.0843e-07,1,0,0,0.00125
0.59109,0.1378,1.0499,-4.5067,0.22478,11.186,0.99977,0.042123,6.1685e-06,0.7071,0.7071,-0.0017678,0.0017678,-4.4413e-05,0.0094246,1.2337e-06,1,0,0,0.0025
0.79289,0.16901,-0.064448,-3.8423,2.0721,12.315,0.99947,0.063184,1.3879e-05,0.7071,0.7071,-0.0026516,0.0026516,-9.9928e-05,0.014137,2.7758e-06,0.99999,0,0,0.00375
1.4422,-0.21524,-0.40467,-3.5723,1.4825,8.6762,0.99906,0.084242,2.4674e-05,0.7071,0.7071,-0.0035355,0.0035355,-0.00017765,0.018848,4.9348e-06,0.99999,0,0,0.005
-0.099754,-0.42668,2.2425,-1.5987,-2.0805,7.9585,0.99853,0.1053,3.8553e-05,0.70709,0.70709,-0.0044194,0.0044194,-0.00027757,0.02356,7.7106e-06,0.99998,0,0,0.00625
0.62064,0.24208,-0.1167,-2.2598,-0.57819,11.653,0.99789,0.12635,5.5516e-05,0.70709,0.70709,-0.0053033,0.0053033,-0.00039969,0.028271,1.1103e-05,0.99997,0,0,0.0074999
0.19871,0.045464,0.61353,-6.141,-2.5768,9.2882,0.99713,0.1474,7.5564e-05,0.70708,0.70708,-0.0061871,0.0061871,-0.00054401,0.032981,1.5113e-05,0.99996,0,0,0.0087499
-1.0069,0.53142,1.1494,-2.7995,2.5939,9.4827,0.99625,0.16845,9.8696e-05,0.70707,0.70707,-0.0070709,0.0070709,-0.00071053,0.03769,1.9739e-05,0.99995,0,0,0.0099998
1.3171,0.41161,1.3609,-4.3266,-3.1376,7.6109,0.99525,0.1895,0.00012491,0.70706,0.70706,-0.0079548,0.0079548,-0.00089923,0.042399,2.4982e-05,0.99994,0,0,0.01125
-0.29574,1.7572,2.0152,-4.6932,-0.19457,10.278,0.99414,0.21053,0.00015421,0.70705,0.70705,-0.0088386,0.0088386,-0.0011101,0.047106,3.0842e-05,0.99992,0,0,0.0125
0.21484,0.96215,0.48767,-3.6598,-0.7263,7.3743,0.99291,0.23157,0.0001866,0.70704,0.70704,-0.0097224,0.0097224,-0.0013432,0.051813,3.7319e-05,0.99991,0,0,0.01375
-0.71801,-0.085734,2.2738,-3.1652,-1.0817,10.643,0.99156,0.2526,0.00022206,0.70703,0.70703,-0.010606,0.010606,-0.0015984,0.056519,4.4413e-05,0.99989,0,0,0.014999
0.3587,0.79835,2.5767,-3.3615,1.483,10.828,0.99009,0.27362,0.00026062,0.70701,0.70701,-0.01149,0.01149,-0.0018759,0.061223,5.2123e-05,0.99987,0,0,0.016249
-0.1353,-0.7285,1.4253,-5.9511,-0.22463,10.755,0.98851,0.29464,0.00030225,0.707,0.707,-0.012374,0.012374,-0.0021755,0.065926,6.0451e-05,0.99985,0,0,0.017499
-1.1553,-0.61719,1.6809,-3.6889,-1.9072,8.2616,0.98681,0.31564,0.00034697,0.70698,0.70698,-0.013257,0.013257,-0.0024972,0.070627,6.9395e-05,0.99982,0,0,0.018749
0.63107,1.0374,2.7421,-2.6768,-2.2482,9.6879,0.98499,0.33664,0.00039478,0.70697,0.70697,-0.014141,0.014141,-0.0028411,0.075327,7.8956e-05,0.9998,0,0,0.019999
0.63572,-0.87073,0.63546,-4.7726,0.57939,10.114,0.98306,0.35764,0.00044567,0.70695,0.70695,-0.015025,0.015025,-0.0032071,0.080025,8.9134e-05,0.99977,0,0,0.021248
-0.93208,-1.0742,0.61223,-4.641,1.083,11.762,0.98101,0.37862,0.00049964,0.70693,0.70693,-0.015909,0.015909,-0.0035953,0.084721,9.9928e-05,0.99975,0,0,0.022498
0.32946,-1.8971,2.0202,-2.9918,-1.8423,9.3668,0.97884,0.3996,0.0005567,0.70691,0.70691,-0.016792,0.016792,-0.0040056,0.089416,0.00011134,0.99972,0,0,0.023748
0.63346,-0.52139,1.5357,-5.2725,0.6101,6.7148,0.97656,0.42056,0.00061684,0.70689,0.70689,-0.017676,0.017676,-0.004438,0.094108,0.00012337,0.99969,0,0,0.024997
1.9352,-0.11097,1.7517,-4.3894,0.99914,11.218,0.97416,0.44152,0.00068006,0.70686,0.70686,-0.018559,0.018559,-0.0048926,0.098799,0.00013601,0.99966,0,0,0.026247
-1.8359,-0.056054,1.2042,-2.1646,0.18,8.2117,0.97164,0.46246,0.00074637,0.70684,0.70684,-0.019443,0.019443,-0.0053692,0.10349,0.00014927,0.99962,0,0,0.027497
0.42481,-2.0019,1.0802,-1.7274,1.3074,9.2354,0.96901,0.4834,0.00081576,0.70681,0.70681,-0.020327,0.020327,-0.0058679,0.10817,0.00016315,0.99959,0,0,0.028746
-1.2449,1.5276,0.64052,-3.6754,-0.0057293,11.101,0.96626,0.50432,0.00088824,0.70679,0.70679,-0.02121,0.02121,-0.0063887,0.11286,0.00017765,0.99955,0,0,0.029996
0.069992,-1.1937,2.9753,-2.2442,1.5251,10.165,0.96339,0.52523,0.0009638,0.70676,0.70676,-0.022093,0.022093,-0.0069315,0.11754,0.00019276,0.99951,0,0,0.031245
-0.52232,0.40806,-0.52351,-4.7278,-0.084397,9.2588,0.96041,0.54612,0.0010424,0.70673,0.70673,-0.022977,0.022977,-0.0074964,0.12222,0.00020849,0.99947,0,0,0.032494
0.008035,0.72344,2.3341,-5.9936,1.5831,11.079,0.95731,0.56701,0.0011242,0.7067,0.7067,-0.02386,0.02386,-0.0080834,0.12689,0.00022483,0.99943,0,0,0.033744
-0.28695,0.36733,2.782,-1.7496,-0.43043,10.962,0.95409,0.58788,0.001209,0.70667,0.70667,-0.024744,0.024744,-0.0086924,0.13156,0.0002418,0.99939,0,0,0.034993
-0.67406,-1.1187,0.065043,-1.6892,2.2797,11.125,0.95076,0.60874,0.0012969,0.70664,0.70664,-0.025627,0.025627,-0.0093234,0.13623,0.00025937,0.99934,0,0,0.036242
-1.3127,1.8166,0.7629,-2.2142,0.85948,9.5558,0.94731,0.62958,0.0013878,0.70661,0.70661,-0.02651,0.02651,-0.0099763,0.1409,0.00027757,0.9993,0,0,0.037491
-0.87348,1.3384,4.1998,-5.4289,0.45827,7.189,0.94374,0.6504,0.0014819,0.70658,0.70658,-0.027394,0.027394,-0.010651,0.14557,0.00029638,0.99925,0,0,0.03874
-2.1545,2.0161,0.2545,-2.407,-0.033177,11.632,0.94006,0.67121,0.0015791,0.70654,0.70654,-0.028277,0.028277,-0.011348,0.15023,0.00031581,0.9992,0,0,0.039989
-0.5239,-0.31352,0.35692,-2.7745,-2.6939,10.116,0.93626,0.69201,0.0016793,0.70651,0.70651,-0.02916,0.02916,-0.012067,0.15488,0.00033586,0.99915,0,0,0.041238
