0,0,1,0,0,9.82,0
0,0,1,0.025,6.25e-05,9.82,0.0025
0,0,1,0.048773,0.00024386,9.82,0.005
0,0,1,0.071363,0.00053523,9.82,0.0075
0,0,1,0.092814,0.00092817,9.82,0.01
0,0,1,0.11317,0.0014147,9.82,0.0125
0,0,1,0.13247,0.0019872,9.82,0.015
0,0,1,0.15075,0.0026384,9.82,0.0175
0,0,1,0.16805,0.0033615,9.82,0.02
0,0,1,0.18441,0.00415,9.82,0.0225
0,0,1,0.19987,0.0049978,9.82,0.025
0,0,1,0.21445,0.005899,9.82,0.0275
0,0,1,0.2282,0.006848,9.82,0.03
0,0,1,0.24114,0.0078398,9.82,0.0325
0,0,1,0.2533,0.0088692,9.82,0.035
0,0,1,0.26472,0.0099318,9.82,0.0375
0,0,1,0.27543,0.011023,9.82,0.04
0,0,1,0.28545,0.012139,9.82,0.0425
0,0,1,0.2948,0.013275,9.82,0.045
0,0,1,0.30353,0.014428,9.82,0.0475
0,0,1,0.31164,0.015595,9.82,0.05
0,0,1,0.31917,0.016772,9.82,0.0525
0,0,1,0.32614,0.017956,9.82,0.055
0,0,1,0.33258,0.019144,9.82,0.0575
0,0,1,0.3385,0.020334,9.82,0.06
0,0,1,0.34392,0.021523,9.82,0.0625
0,0,1,0.34887,0.022709,9.82,0.065
0,0,1,0.35337,0.023889,9.82,0.0675
0,0,1,0.35744,0.025062,9.82,0.07
0,0,1,0.36109,0.026225,9.82,0.0725
0,0,1,0.36435,0.027377,9.82,0.075
0,0,1,0.36722,0.028517,9.82,0.0775
0,0,1,0.36973,0.029642,9.82,0.08
0,0,1,0.37189,0.030751,9.82,0.0825
0,0,1,0.37373,0.031843,9.82,0.085
0,0,1,0.37524,0.032918,9.82,0.0875
0,0,1,0.37646,0.033973,9.82,0.09
0,0,1,0.37738,0.035008,9.82,0.0925
0,0,1,0.37803,0.036022,9.82,0.095
0,0,1,0.37842,0.037014,9.82,0.0975
0,0,1,0.37856,0.037983,9.82,0.1
0,0,1,0.37847,0.038929,9.82,0.1025
0,0,1,0.37815,0.039852,9.82,0.105
0,0,1,0.37761,0.04075,9.82,0.1075
0,0,1,0.37687,0.041624,9.82,0.11
0,0,1,0.37594,0.042472,9.82,0.1125
0,0,1,0.37482,0.043296,9.82,0.115
0,0,1,0.37354,0.044094,9.82,0.1175
0,0,1,0.37208,0.044865,9.82,0.12
0,0,1,0.37047,0.045612,9.82,0.1225
0,0,1,0.36872,0.046332,9.82,0.125
0,0,1,0.36683,0.047026,9.82,0.1275
